Id,SalePrice
1461,125818.31976497712
1462,172547.87167117637
1463,181871.93732868
1464,198708.69744715688
1465,184401.4807342784
1466,175229.35595667618
1467,183892.81720492177
1468,160521.46853593757
1469,190282.92233786124
1470,114475.74322383224
1471,209135.23042240812
1472,94944.75257272477
1473,91666.32804142334
1474,146797.25246461248
1475,108105.88618797771
1476,354844.29927260376
1477,236311.55837300204
1478,291319.42908860615
1479,282063.119732861
1480,486477.455154132
1481,304096.23295584344
1482,205977.09698503246
1483,182495.62620989027
1484,163800.1330107149
1485,188916.5581143796
1486,199248.1666293235
1487,313090.8916417432
1488,228062.0433883221
1489,195321.18373963534
1490,250022.90281984894
1491,193333.33000423101
1492,100254.85884894372
1493,195886.1244877758
1494,299815.49004187423
1495,277938.05201317754
1496,251304.26760245668
1497,186901.38098266645
1498,166989.39655393746
1499,158869.05696167718
1500,157944.18364496922
1501,181215.022739871
1502,155733.37441571907
1503,310145.36550821457
1504,251868.38644481954
1505,233102.13920738158
1506,198215.86653209126
1507,244805.00618206608
1508,202309.91790173753
1509,157056.20837549638
1510,138854.2460526662
1511,151502.348113552
1512,176839.83376788982
1513,142106.55724720177
1514,154839.73428311854
1515,192909.48468370602
1516,161257.19541767388
1517,178554.32552794873
1518,137156.82422596338
1519,214911.47015875208
1520,126776.22292633545
1521,132052.15369774186
1522,175566.86496875726
1523,106415.22260052952
1524,127902.85882706432
1525,115664.38449630937
1526,107088.45394318794
1527,103420.90507106231
1528,150760.62054059946
1529,145340.66490106407
1530,184023.0062136989
1531,106486.35800468041
1532,101841.1729411031
1533,156318.746451313
1534,130139.06637368219
1535,156388.75459808105
1536,110363.19224690397
1537,56822.0507966931
1538,150359.82981674362
1539,199761.22008114783
1540,87823.39667790565
1541,140554.5332785785
1542,105602.71994415153
1543,192201.78627718036
1544,84695.2524259295
1545,108057.57693081502
1546,124480.95663871906
1547,125910.49833849695
1548,132144.93463230252
1549,115874.47008930623
1550,124103.25234421655
1551,120026.3510690232
1552,129489.83553939042
1553,144008.1034779016
1554,117721.86370872168
1555,172111.55071143334
1556,86250.58955484013
1557,102266.25262772386
1558,102729.94746641797
1559,67273.07583103949
1560,141772.58608042894
1561,118358.80908444064
1562,128186.72433549307
1563,112381.92385974317
1564,164797.9363917469
1565,138559.15116754954
1566,249423.98975203346
1567,79058.36887417898
1568,236811.2912343649
1569,141967.98243563826
1570,141663.22143032606
1571,129030.50499474179
1572,150592.27104071784
1573,249192.4202319804
1574,112049.34524844284
1575,218657.04604344154
1576,255171.4166816515
1577,174181.18257087638
1578,151262.69167930412
1579,136150.8820732133
1580,195525.15889141647
1581,158228.6889276487
1582,120070.31481823353
1583,311533.0966504534
1584,218523.6219275869
1585,135424.20124781807
1586,61736.86850449588
1587,104158.76163991359
1588,154312.9236790064
1589,97773.22716180293
1590,137272.24858796175
1591,90801.9602194474
1592,124272.72394710421
1593,121249.13043980452
1594,127174.68928705096
1595,103224.335766569
1596,213706.8477944906
1597,174271.92641414754
1598,206966.29978328402
1599,167753.4529912802
1600,160452.76202775567
1601,59430.78489451733
1602,114797.67921451398
1603,78431.26489527694
1604,252853.86636738465
1605,244536.31525787612
1606,177862.5871625134
1607,180881.90728580597
1608,210390.60230843202
1609,173542.25209753413
1610,143332.78305559032
1611,138768.068609195
1612,172252.80897432522
1613,162086.2822635952
1614,120984.16009840409
1615,90226.96856812609
1616,76097.22007564892
1617,90528.12777673322
1618,115380.59963755979
1619,139077.05370510937
1620,147001.78634085343
1621,139585.46564074617
1622,144418.49428392708
1623,259260.20291771492
1624,216428.40578301603
1625,118825.06986475016
1626,174431.78061023905
1627,195653.18842021324
1628,280729.0753543766
1629,177454.9590470845
1630,349538.1574115138
1631,203449.7117746012
1632,235054.16212917012
1633,170732.69457298826
1634,179616.4390747922
1635,177117.21155880185
1636,148339.56710762417
1637,206849.20606862663
1638,195096.5810555075
1639,188498.53365369386
1640,265154.62632496987
1641,183169.69286384035
1642,243513.61569227162
1643,234740.89047260807
1644,239155.33530483893
1645,217370.08550184246
1646,161965.00088886498
1647,164017.99235303758
1648,125483.97514087889
1649,139131.78614296808
1650,105589.07444444907
1651,118036.09561733174
1652,97522.32347206249
1653,99396.34341022736
1654,146525.56474742197
1655,136637.8741997279
1656,137330.16716912875
1657,146573.0813381825
1658,144836.46424227746
1659,114659.899653337
1660,154594.40944688758
1661,451063.25496801187
1662,370892.1030248068
1663,370213.21050635073
1664,429880.316556008
1665,294108.0376873242
1666,332243.62355344405
1667,352852.8200426802
1668,333641.7988436824
1669,298525.41653931147
1670,350469.66696028644
1671,266102.1321969391
1672,446752.47531263274
1673,279238.43133639
1674,232602.273222885
1675,195451.9434019364
1676,190862.1963159092
1677,218308.69405812622
1678,468566.8468828437
1679,378999.4832501183
1680,333127.1700844411
1681,245102.48597733973
1682,302598.44126818836
1683,177813.92883172166
1684,183731.95784568667
1685,175144.24183406503
1686,171101.8437797193
1687,172425.83664830867
1688,195276.65442540662
1689,195914.71279019676
1690,197833.11482670225
1691,187036.9536903733
1692,269321.06380738254
1693,171466.53035547864
1694,176655.865497726
1695,158797.43871460177
1696,284597.9451500856
1697,166202.4237524515
1698,332772.0721574337
1699,339776.9536501695
1700,241596.85538965228
1701,263637.24123865034
1702,242960.63670076683
1703,236865.03937644142
1704,267587.1618962939
1705,230943.60175575168
1706,361021.739614535
1707,220170.62432748795
1708,207471.51265977893
1709,285513.96611867653
1710,226176.59525424617
1711,291695.56859863555
1712,267899.5831918156
1713,292062.9909516412
1714,236499.51688125834
1715,214060.28768643178
1716,175804.1094633943
1717,163971.82013112528
1718,128107.74999904836
1719,203733.11037362326
1720,243683.18196152095
1721,166817.12538388406
1722,126450.69306118871
1723,156691.83007584207
1724,198556.577319686
1725,225499.0215210119
1726,179432.293658642
1727,159055.99041494998
1728,187811.68256746576
1729,160997.20983004075
1730,159801.11542042092
1731,123710.53916009162
1732,122341.60089179459
1733,107782.32537497226
1734,113760.48107229263
1735,134533.9712976862
1736,107798.35738695238
1737,348169.33044346876
1738,234397.4234113151
1739,257582.64827018755
1740,224971.54239588664
1741,200253.8309005537
1742,176471.81251903714
1743,189582.4709836421
1744,323569.8479984137
1745,212863.59638230095
1746,176187.3917931999
1747,218429.94690983972
1748,224125.02815642048
1749,155581.46942983448
1750,129034.11914768207
1751,258926.3636561441
1752,112862.00009775929
1753,148378.54182487735
1754,190475.24060323133
1755,172810.48552402615
1756,124529.62631339516
1757,114474.64358749095
1758,147695.61072693503
1759,158765.8575518688
1760,170297.85808422134
1761,145291.02474471525
1762,175547.3201610088
1763,188295.33169168417
1764,108669.03476989077
1765,183989.82964288612
1766,194451.8937864521
1767,244333.12395044992
1768,143616.0766402463
1769,179552.55007562967
1770,157064.62690320428
1771,110584.01889625553
1772,135511.32190901245
1773,124034.41093544457
1774,143210.5073609664
1775,139550.39764392233
1776,121849.38414735107
1777,108189.97806279102
1778,142747.57059053323
1779,119821.99102729163
1780,189687.9715132748
1781,129476.39492085252
1782,81931.37242537196
1783,147379.51221278813
1784,111758.53769215717
1785,121284.62120498306
1786,149630.32414145608
1787,177829.8424178589
1788,61196.60787981318
1789,98849.24321526592
1790,77642.20605593649
1791,187490.30589925993
1792,161607.33268854924
1793,127847.60408638456
1794,162356.6043219695
1795,136447.78807681767
1796,130276.41246906693
1797,113045.89812706425
1798,113490.09910884075
1799,100562.4403496582
1800,119960.27949038589
1801,128845.17005418037
1802,144046.7000768924
1803,147605.97441346597
1804,144439.14690277455
1805,137156.8384725025
1806,132059.95022147972
1807,137666.52342798116
1808,123917.8859109806
1809,122092.48677817048
1810,132996.64121815222
1811,97022.45489178755
1812,98505.28373752286
1813,119948.8350123032
1814,91240.67709256055
1815,48798.72438758689
1816,104847.91596855597
1817,108061.28341085433
1818,154338.89922200842
1819,121114.85357818367
1820,58845.26591474431
1821,119817.38060913171
1822,154915.99762649758
1823,50901.53158707358
1824,129026.55966776157
1825,133112.13080561228
1826,99743.0811127824
1827,95455.654022002
1828,132143.2422256097
1829,125713.44382366718
1830,145911.96876378483
1831,147470.22186486397
1832,73662.72917661609
1833,139632.1188562319
1834,129373.14539979282
1835,111528.18020019912
1836,126695.53530998512
1837,80601.65000684292
1838,133885.84856662256
1839,104895.7207806447
1840,155993.49580514565
1841,128175.65138440566
1842,87571.14755610163
1843,124245.83572041884
1844,128578.39204607545
1845,141421.23496298882
1846,153053.02257222126
1847,158852.9321777146
1848,51780.725517357554
1849,115780.47589053883
1850,116995.34125839059
1851,161937.18933586072
1852,124796.13022671247
1853,128228.47250527714
1854,169296.06145891632
1855,149249.32708242958
1856,218452.0027458188
1857,147963.55740011125
1858,148259.8735332862
1859,123942.1361412098
1860,164190.54214273932
1861,123260.4286917128
1862,300242.2782610817
1863,289350.7612188765
1864,289461.0122524082
1865,353072.7021507908
1866,333539.5526705549
1867,224304.6152497551
1868,307384.0143959946
1869,201608.83318430287
1870,230346.38700490035
1871,250486.40031427608
1872,177718.51611048178
1873,241568.7705609139
1874,146509.70639956577
1875,205754.58706745302
1876,196367.47915302368
1877,217184.07592548616
1878,198152.92700544032
1879,122833.04713331602
1880,129093.0929794958
1881,255474.39072954445
1882,249290.978159093
1883,184356.79815170928
1884,204711.76489315182
1885,248298.88357272375
1886,293786.8407057911
1887,215804.85933688298
1888,274303.3031521315
1889,172553.7958057435
1890,117828.68410018091
1891,132080.06476202002
1892,94969.15918062856
1893,132329.39207274903
1894,126449.77264357533
1895,133853.9092312171
1896,132003.93995986995
1897,115264.72330485417
1898,120886.51307461239
1899,153504.2332899815
1900,149823.73676899914
1901,160066.47835472692
1902,139420.61784261142
1903,199799.7448284635
1904,122414.15283391405
1905,201107.61929808353
1906,160926.29006553543
1907,209665.06895503838
1908,106399.70965963684
1909,128725.52642705955
1910,117680.11447605485
1911,202386.22964454882
1912,308238.8706656522
1913,147525.49468587167
1914,64126.54539952832
1915,275858.4903844793
1916,50504.398927066264
1917,252594.453395557
1918,140659.73773498056
1919,186038.05779042048
1920,157818.03092513452
1921,393682.0172527422
1922,312788.87164958933
1923,235362.17384275762
1924,223193.1431104521
1925,193314.38966807368
1926,382555.9770537757
1927,139556.4511955113
1928,162380.46732130853
1929,122834.49759567663
1930,126098.19967881526
1931,144468.70531953702
1932,147709.4059579519
1933,179603.5577703978
1934,179546.63242795193
1935,171766.55180154543
1936,187154.1975196018
1937,184971.64366120717
1938,170258.0199247576
1939,216207.46594955813
1940,177588.16605838624
1941,169884.6815104624
1942,190471.19585347356
1943,198024.41053120937
1944,313484.3819078289
1945,359470.40589030966
1946,145422.81133166052
1947,239217.54402604635
1948,178426.86963375736
1949,263415.4016823911
1950,188738.5882530589
1951,270759.1033050279
1952,230364.07920731875
1953,174878.01640137171
1954,179939.51970166582
1955,135096.89811084545
1956,333616.34294786
1957,156525.55970500773
1958,305100.48433399
1959,141687.45792657294
1960,109929.28731810446
1961,113284.31776434257
1962,98424.27050709554
1963,106286.62831338546
1964,101254.4982868253
1965,142430.29922910503
1966,136378.51397386883
1967,287168.9717825965
1968,405603.6203517239
1969,376903.83701849566
1970,382955.76120994956
1971,473956.0012578927
1972,377425.09202301037
1973,259057.67266027763
1974,320488.3037402603
1975,535055.0549209012
1976,269635.3675088888
1977,339279.9968702181
1978,332697.2696264952
1979,327979.06579790404
1980,202651.8309034057
1981,356044.3289141381
1982,213823.23433190136
1983,197455.76187566228
1984,166634.00477611553
1985,228841.34648145747
1986,216321.16122128474
1987,174661.7654431812
1988,174989.95711312487
1989,197768.67585984623
1990,213079.42754992066
1991,228311.66042208686
1992,214880.23531703217
1993,176887.50865087053
1994,242794.68264620844
1995,183998.517258719
1996,237297.0812641747
1997,301061.4339210123
1998,318610.5760261057
1999,267193.9349722852
2000,300527.88008544117
2001,268466.11162986537
2002,247131.25280695225
2003,247828.95821684424
2004,274394.11202831037
2005,224477.7554310852
2006,224970.34250523368
2007,267354.76958554867
2008,218285.5719992454
2009,188990.20514302616
2010,195800.512907023
2011,143872.58873479688
2012,165037.38222576905
2013,172303.9006723736
2014,184475.44353352085
2015,202236.2048945294
2016,182441.45156409332
2017,194454.59562455487
2018,122902.53950900178
2019,135550.2808442926
2020,104365.29613138428
2021,89714.48238789324
2022,194036.16657596585
2023,146842.32884695742
2024,259143.86657238804
2025,337759.05697615934
2026,182612.01491639504
2027,162067.63846524915
2028,158504.28928190566
2029,166711.59877900896
2030,295771.0667980576
2031,260746.28964030423
2032,274961.8196935616
2033,276878.94797069445
2034,175967.0337415301
2035,229064.5320230663
2036,209271.73585004237
2037,212565.50568328617
2038,353780.6115502436
2039,215285.80069176538
2040,280549.023996261
2041,315567.70532709215
2042,212027.7126599162
2043,178445.23230505997
2044,176492.28968083765
2045,224117.25219827442
2046,149614.9806312959
2047,142975.67954395458
