Id,SalePrice
1461,115088.60688131518
1462,160411.6736420074
1463,183843.21908236452
1464,197869.6492836785
1465,188457.10370274197
1466,182241.2200239045
1467,183880.5142271083
1468,171684.40080745265
1469,186612.18404431338
1470,127622.26620348696
1471,204969.46676769023
1472,103166.2279971188
1473,99418.65377557842
1474,155773.21655947543
1475,118479.02710726074
1476,354413.4447680231
1477,227745.70440951537
1478,313368.32233511435
1479,303565.2774385505
1480,421656.2004931984
1481,280829.3112251482
1482,201696.46943881904
1483,181424.33007314207
1484,175214.72705547267
1485,201104.94742073727
1486,207614.03240033562
1487,294636.1962783977
1488,222304.00070072323
1489,203432.62562960724
1490,241911.37711170732
1491,196457.39840326662
1492,99453.04258040331
1493,193635.5950189926
1494,266347.820001757
1495,261033.04816455854
1496,253258.2476820887
1497,187795.45683023843
1498,182792.05487006705
1499,179888.3817100245
1500,173212.09448463962
1501,176854.45958836784
1502,178724.3547573235
1503,299176.26679170516
1504,262104.22996333448
1505,230842.1972959483
1506,182911.69624710703
1507,219201.64850332355
1508,196826.82305439506
1509,161794.081543288
1510,136839.83120705007
1511,152722.75539187147
1512,163817.08899615993
1513,144207.15702550823
1514,137415.90864300664
1515,179111.9178715948
1516,145813.6502226558
1517,163223.18870720995
1518,131654.68278291912
1519,204291.7962228072
1520,136787.84545357415
1521,136956.88981047564
1522,164992.79543294534
1523,108111.4992353485
1524,123906.25195963414
1525,110167.74917910836
1526,104491.90663805098
1527,104299.28041355495
1528,140062.95970227683
1529,140041.32681040105
1530,166475.76882795047
1531,128640.17644687621
1532,103500.40500653788
1533,139833.47844286956
1534,126950.78745787976
1535,151870.036241097
1536,110413.21683670368
1537,75737.00367951102
1538,131267.81013024837
1539,179947.1249496924
1540,104774.95010088671
1541,142563.1380779426
1542,131203.92332677025
1543,176219.5594796738
1544,81146.62473730135
1545,107917.10909272781
1546,130213.23377609895
1547,120517.09551413883
1548,115559.58872484484
1549,116533.81661158965
1550,127382.79183681362
1551,132447.52609486374
1552,132877.0103050988
1553,128127.66100960078
1554,122966.90057847566
1555,160657.2029589844
1556,100279.99358649018
1557,100287.33003314107
1558,119610.30626916174
1559,91191.0422979961
1560,146431.54360939498
1561,123740.74587765195
1562,132786.58296164073
1563,119297.79932246113
1564,170700.14515175764
1565,149457.70402832507
1566,224809.59972558028
1567,90013.37036589658
1568,239078.97176152424
1569,142339.75074274986
1570,142051.39328507017
1571,129857.66084675465
1572,145866.539150387
1573,234655.12452458096
1574,124823.71627096599
1575,214112.88145601502
1576,227774.96543698764
1577,183942.0430888071
1578,139564.23902181393
1579,139557.90288783846
1580,207879.89841992466
1581,144230.43104011365
1582,124170.5927744625
1583,269124.4653991484
1584,215843.20746905013
1585,142960.97040032918
1586,68974.81469243669
1587,109454.62921589991
1588,151206.64760604926
1589,98252.05328196233
1590,139413.18440088275
1591,102427.96096652167
1592,131930.48817210263
1593,118093.68677395956
1594,129985.3775351145
1595,118675.0902796222
1596,217463.13196426796
1597,162425.3922449647
1598,195520.73642297628
1599,173629.89483309878
1600,172920.66365704712
1601,69485.1874256072
1602,124999.32166768427
1603,96505.21493722746
1604,241868.50478568184
1605,232341.42738916219
1606,164870.31175268104
1607,151988.44458671496
1608,226704.4002311108
1609,178115.35710829773
1610,149250.78533130712
1611,136232.41700278033
1612,177673.6358794927
1613,153073.2917887986
1614,124178.54561932235
1615,100289.3572231924
1616,90247.35974439516
1617,93503.18072955366
1618,122480.13969003645
1619,126259.15461716718
1620,154777.67263683325
1621,136514.66887400634
1622,154801.60681682982
1623,241852.95603829427
1624,210430.64815550155
1625,124965.24819909185
1626,165456.79991614778
1627,206713.54568746258
1628,279266.79756658274
1629,190568.4329281633
1630,293295.0240757854
1631,218570.67121743198
1632,208079.48273631683
1633,188827.92517016103
1634,187345.37375113598
1635,191729.90484200837
1636,159073.4707972727
1637,178702.29506011753
1638,186321.45735697073
1639,170713.18863866822
1640,241308.8802861304
1641,189917.17184412005
1642,260206.76809101153
1643,241904.42917476047
1644,252355.424161405
1645,194797.05077667497
1646,164422.26381694883
1647,173804.97517760313
1648,132481.28287261433
1649,141170.64962554196
1650,107716.22458760238
1651,122035.49089448433
1652,107641.51546729481
1653,101395.27807866158
1654,155065.8799728407
1655,152760.33427743954
1656,154072.67140130568
1657,150805.54767905257
1658,163767.51966909107
1659,119586.4850039271
1660,161598.94950930038
1661,408828.1070434724
1662,347194.9845830275
1663,355893.9179705059
1664,447424.562530096
1665,295370.5223636694
1666,313954.0666631118
1667,329690.62295784685
1668,339387.1890040276
1669,317905.0802224803
1670,352501.7546184415
1671,256245.88089600613
1672,379039.8515274248
1673,259723.6366143602
1674,227964.01462638643
1675,194697.32275489808
1676,189540.65823750483
1677,191631.01352939373
1678,406205.2872171289
1679,356553.3663492053
1680,317635.1708403129
1681,243239.1572893986
1682,281442.3199901264
1683,173598.8799947633
1684,190201.22729893832
1685,196618.4044225421
1686,185489.6761293343
1687,191405.07098582995
1688,206228.54426374595
1689,208732.54043258383
1690,211300.9928310576
1691,206668.6316619672
